pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.263991508906	0.076917040045	0.0844291751227	-0.0451808249659	-0.0138015390519	-0.0275203510384	0.0371119489976	-0.00835921071469	-3.27299837308e-09
PC.635	-0.124074695891	-0.0374562373006	-0.0927266959593	-0.0219156470501	-0.0478021934259	0.0591431304118	0.0147395734461	-0.0139193422332	-3.27299837308e-09
PC.356	0.180092965095	0.0253230256504	-0.00598725920026	0.00940001828097	-0.0420649658924	-0.0122124182556	0.0133243489518	0.0621345241726	-3.27299837308e-09
PC.481	0.169574515764	0.0221583265999	-0.0262218877036	0.0432996417122	0.0655763665312	0.00985576915199	0.0496899264087	-0.0125868545533	-3.27299837308e-09
PC.354	0.263243045393	0.0499145866603	0.0187680332026	0.0163290667449	-0.0474081489952	-0.0238087489279	-0.0204386191114	-0.045452588047	-3.27299837308e-09
PC.593	-0.0377185432453	-0.130156647713	0.117420743907	0.0485326858616	0.00419504854276	0.0374971612605	-0.015993847235	0.00424429906562	-3.27299837308e-09
PC.355	0.0873048710782	0.0830272425666	0.0100915819274	-0.0871675709445	0.0459181867075	0.0290504148597	-0.0368111894431	0.00895388832634	-3.27299837308e-09
PC.607	-0.0236358521259	-0.178116388404	-0.0511173998205	-0.041094015056	0.0193043001107	-0.054198945559	-0.00725254296216	-0.00174172333676	-3.27299837308e-09
PC.634	-0.250794797162	0.0883890518948	-0.0546562914765	0.0777966454168	0.0160829454732	-0.0178060119032	-0.0343695990525	0.00672700732038	-3.27299837308e-09


eigvals	0.288073453164	0.0743152620542	0.0362919693811	0.0224461033999	0.0135501814113	0.0105729589326	0.00750365153249	0.00649516267224	9.64126651516e-17
% variation explained	62.7271076597	16.1819195501	7.9024646164	4.88756992025	2.95051029124	2.3022292612	1.63389702296	1.41430167804	2.09935610529e-14
