pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.247385474792	0.0805750776141	0.0709334472832	-0.07036896154	0.022736836892	-0.00052519992574	-0.0401366641299	-0.00842287009409	2.19706650076e-09
PC.635	-0.134405088486	-0.0180874644346	-0.123317218481	-0.0339847657234	-0.0563904997581	-0.0430735415458	-0.000779784433562	0.0152518896149	2.19706650076e-09
PC.356	0.175239897829	0.0123526633809	0.00934513819328	-0.0381019151508	-0.0369164823489	0.0100515526242	0.0296618395934	-0.0538211188174	2.19706650076e-09
PC.481	0.18163649199	0.00294856071675	-0.0112486283242	0.0581972196972	0.0437395519173	-0.0633036143996	-0.0331510162949	-0.0161447775298	2.19706650076e-09
PC.354	0.275519458911	0.0308414499138	0.0131727523016	0.00292170769105	-0.0440760913719	0.0474358698042	-0.0368417099324	0.0291492033303	2.19706650076e-09
PC.593	-0.0933836859477	-0.158645080158	0.11546817535	0.0280119186333	-0.0329652188971	-0.0218617989019	0.0182539269413	0.0137900575457	2.19706650076e-09
PC.355	0.107913065396	0.10328281859	0.0127354776925	-0.0276684291764	0.0508252370804	-0.0134073451173	0.0514823231449	0.0323110004473	2.19706650076e-09
PC.607	-0.0357256505092	-0.164578935585	-0.0661951622285	-0.012869032833	0.0636101015402	0.0494655871231	-0.00139495609978	-0.00350459142323	2.19706650076e-09
PC.634	-0.229409014392	0.111310909961	-0.0208939817865	0.0938622584022	-0.0105634350538	0.0352184903389	0.0129060412109	-0.00860879307374	2.19706650076e-09


eigvals	0.293146670675	0.0832439236266	0.0389395248558	0.021479908861	0.0167432706757	0.0125590303921	0.00809983331886	0.00563116752074	-4.34439108788e-17
% variation explained	61.0921632943	17.3481464543	8.1150497313	4.47644210546	3.48932029091	2.61731894742	1.68801623649	1.17354293986	9.05376988059e-15
