pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.24608203763	0.0895150651602	0.0596547704246	-0.0796865685809	0.0189861164054	-0.0198225104394	-0.00102251205092	0.0234382118794	1.35318023081e-09
PC.635	-0.0858199374772	-0.0290414029409	-0.12562481195	0.0157723857284	0.0203067171386	0.043566303299	-0.012503782292	0.0345744214309	1.35318023081e-09
PC.356	0.183596609455	0.0163133342148	-0.000360068323587	-0.0357343443546	0.0508207749416	0.0148202789548	-0.0451137222109	-0.0361719559256	1.35318023081e-09
PC.481	0.176939104317	0.0159195364604	0.00698922911233	0.0262812249651	-0.059267086928	-0.0402575450356	-0.0422212804743	0.0231001629338	1.35318023081e-09
PC.354	0.260317773724	0.0302817540345	0.00314098964691	0.0255022049062	0.0547938636755	-0.0249408157228	0.0488911272824	0.013734649322	1.35318023081e-09
PC.593	-0.0941345827495	-0.141716041839	0.136049924092	0.0466779059928	0.009106292711	0.0248356612303	-0.00327003987667	0.00375424904107	1.35318023081e-09
PC.355	0.115566465118	0.0887111313547	0.0208023390145	-0.0247885718798	-0.0666439154513	0.0498563654739	0.030094679382	-0.0102977375554	1.35318023081e-09
PC.607	-0.0551223502112	-0.177953914132	-0.0668488505158	-0.0454418067618	-0.0265182683567	-0.0296568606617	0.0216565401825	-0.0202386683154	1.35318023081e-09
PC.634	-0.255261044547	0.107970537687	-0.0338035215003	0.0714175699846	-0.00158449413604	-0.0184008770986	0.00348899005782	-0.0318933328107	1.35318023081e-09


eigvals	0.291115537755	0.081571225021	0.0439528958357	0.0191754532789	0.0151006068441	0.00907389850208	0.00776317855825	0.00532233506601	1.64798706336e-17
% variation explained	61.5368508645	17.2427632948	9.29089122815	4.05336320344	3.19201028738	1.91806711242	1.64100331043	1.12505069889	3.48356308724e-15
