pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.25642097707	0.0621985762144	0.100818407484	-0.0606105104117	-0.00146853957959	0.000375896499221	0.0193304271294	-0.0228887998593	-9.99936931163e-10
PC.635	-0.12635391342	-0.0353838292163	-0.0898101613961	-0.0623522123378	0.0579538491349	-0.0300338563863	-0.038679561509	6.07541334286e-05	-9.99936931163e-10
PC.356	0.193824748812	0.0163248677361	0.0073267870202	-0.0401379322724	0.0379291616333	-0.0166726595184	0.0541240126863	0.0263818261844	-9.99936931163e-10
PC.481	0.175506357893	0.00483347239192	-0.0345596504207	0.0464109622484	-0.041703927492	-0.0518589553747	0.0105765402974	-0.0292347061873	-9.99936931163e-10
PC.354	0.258102396814	0.0435115890005	0.0132226521515	0.0136339738413	0.0545289258644	0.0529956943572	-0.0197878173286	-0.0183068417416	-9.99936931163e-10
PC.593	-0.0674935366318	-0.131894647013	0.0986316635511	0.0808625218863	0.0247011224458	-0.0154015747617	-0.01825006129	0.0134195210857	-9.99936931163e-10
PC.355	0.0896602122998	0.102855304934	0.0300253333383	-0.0293938630615	-0.0751738878033	-0.000683463139955	-0.0412214854418	0.0226768447773	-9.99936931163e-10
PC.607	-0.0277953223818	-0.174285569908	-0.0489208544015	-0.0325746621059	-0.0583327208698	0.0408341996891	0.0160913657358	-0.00170532876653	-9.99936931163e-10
PC.634	-0.239029966315	0.11184023586	-0.0767341773268	0.0841617222131	0.00156601666626	0.0204447186355	0.0178165797205	0.00959673037395	-9.99936931163e-10


eigvals	0.287206626972	0.0781629102917	0.0385642158151	0.0270593993511	0.0191784654542	0.00900114028733	0.0079112417234	0.0031990383186	-8.99886479674e-18
% variation explained	61.0710154598	16.6203974927	8.20021405866	5.75385398842	4.07806871519	1.91398361326	1.68222986596	0.680236806062	1.9134997577e-15
