pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.244606263923	0.0714271528181	0.0666338211762	0.0683095794681	0.0102594108868	-0.019157536873	0.0344945699551	0.0216223941437	-1.4775539623e-09
PC.635	-0.0926260360363	-0.0298105478167	-0.11892825703	0.031980985426	0.0567417848409	0.0465518261326	-0.011289014185	0.00885049533826	-1.4775539623e-09
PC.356	0.186641025111	0.0261486499138	-0.00370093270914	0.0328907379361	0.0339467571625	-0.0235818991079	0.0150791774543	-0.0595659223611	-1.4775539623e-09
PC.481	0.165976799024	0.00939009734022	-0.0024436181884	-0.0406535944856	-0.0385425282021	0.0421094820304	0.0601277792226	0.0101386989101	-1.4775539623e-09
PC.354	0.259313577955	0.0514108632066	0.0117218662071	-0.02647452565	0.0463899608839	-0.0343017261705	-0.0211981623065	0.0424235954134	-1.4775539623e-09
PC.593	-0.0679550507826	-0.153232357601	0.11903835365	-0.0294744195215	0.0287789153735	0.0263076899512	-0.0196870960192	-0.00935355646804	-1.4775539623e-09
PC.355	0.0733060420091	0.0915740936593	0.0220993537535	0.0415105210565	-0.0741453940627	0.0268332113926	-0.0490995296482	-0.00379833432925	-1.4775539623e-09
PC.607	-0.0277463186426	-0.173974021172	-0.0624051489859	0.0106747312246	-0.0570692725655	-0.0471408933244	0.00102335044291	0.0070454527385	-1.4775539623e-09
PC.634	-0.252303774716	0.107066069651	-0.0320154378733	-0.0887640154543	-0.0063596343173	-0.017620154031	-0.00945107491602	-0.0173628233855	-1.4775539623e-09


eigvals	0.272457226339	0.0830015829555	0.0383189687229	0.0197092630617	0.0177379351821	0.00998485603171	0.00849812633431	0.00644953536884	-1.96484914035e-17
% variation explained	59.7287625272	18.1958170255	8.40038127779	4.32071451661	3.88855503102	2.18890540288	1.8629807569	1.41388346212	4.30739199995e-15
