pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.269694259727	0.0720962984528	0.0606002679453	-0.0252981286833	0.0513472329847	-0.0017676953023	0.0471228599414	-0.0128439958247	-2.99278832929e-09
PC.635	-0.113018417714	-0.0404903624493	-0.10247070041	0.0607016179804	0.053897823231	-0.036771931172	-0.0150510327187	-0.0132571588348	-2.99278832929e-09
PC.356	0.196126372198	0.0214383723175	-0.0310763892022	0.0113402808714	0.0405555500434	0.0239677830688	0.0213407850789	0.0573894476028	-2.99278832929e-09
PC.481	0.193202149515	0.0214193964904	0.00978577615595	0.00792619937226	-0.0729677390861	-0.056059652102	0.0323071268511	-0.00324455959943	-2.99278832929e-09
PC.354	0.257574796172	0.0445079003028	0.0211073905336	0.0441439984028	0.011951071204	0.0425652979546	-0.00464788434032	-0.0463050576623	-2.99278832929e-09
PC.593	-0.0726214360954	-0.148475474794	0.111775648341	0.0463876607645	-0.00484160602559	-0.00369335537155	-0.0252364866928	0.016541719875	-2.99278832929e-09
PC.355	0.0759083576536	0.0989103003028	0.0210215198199	-0.085034709472	0.0234915210252	-0.022185608101	-0.0515945331876	0.00341686086284	-2.99278832929e-09
PC.607	-0.0140857890548	-0.170563453273	-0.0540816312537	-0.0857080374168	-0.0223119266479	0.0234797995957	0.0116451553873	-0.0131719364023	-2.99278832929e-09
PC.634	-0.253391772948	0.10115702265	-0.0366618819298	0.0255411181808	-0.0811219267288	0.0304653614297	-0.0158859903192	0.0114746799828	-2.99278832929e-09


eigvals	0.303087308337	0.0808895421899	0.0328842785168	0.023845734224	0.0203072671497	0.0088695247946	0.00765473034481	0.00637942634125	-8.06110378553e-17
% variation explained	62.6319802423	16.7155537988	6.79542635304	4.92764135514	4.19642894939	1.83285768296	1.58182446618	1.31828715216	1.6658001808e-14
