pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.245442751544	0.0891054844811	0.0854152878308	0.0528373938485	-0.00295568928812	-0.0412679713217	-0.0130478897836	0.0168012500538	-6.06544662618e-10
PC.635	-0.133163864707	-0.0354322705269	-0.0996469571715	0.022526811131	0.0592788806195	0.0042577202546	-0.0412985636229	-0.0318362394296	-6.06544662618e-10
PC.356	0.160321181928	0.0258007284501	0.00698317995665	0.0341074485265	0.0351639969129	0.0505724045858	-0.00956778879288	0.0524582782817	-6.06544662618e-10
PC.481	0.170546639772	0.00358473161185	-0.0237778979313	-0.0639001610029	-0.0524668413981	-0.0301586991567	-0.0495084314401	0.0149643677634	-6.06544662618e-10
PC.354	0.264763650108	0.0326036710703	0.00438694069473	-0.00306395711132	0.0580831617804	-0.0440146474926	0.0391984028064	-0.0154533656563	-6.06544662618e-10
PC.593	-0.0643240669371	-0.133817130504	0.124927247713	-0.0531381653462	0.0198175698269	0.0213779803082	-0.00146231676968	-0.0164943600716	-6.06544662618e-10
PC.355	0.0903323151232	0.106962073172	0.0185112920457	0.0291359669376	-0.0584968396991	0.0375283460717	0.00518870822944	-0.0474371799094	-6.06544662618e-10
PC.607	-0.0150229658294	-0.163140307036	-0.0506994886482	0.0560595340204	-0.0547538361975	-0.0117331523504	0.030089034296	0.0112367071007	-6.06544662618e-10
PC.634	-0.228010137914	0.0743330192819	-0.0660996044894	-0.0745648710036	-0.00367040255687	0.013438019101	0.0404088450774	0.0157605418673	-6.06544662618e-10


eigvals	0.267375412517	0.072424827465	0.0407477669668	0.0209303443909	0.0177117223562	0.00930922009546	0.00852224674252	0.00740744613568	-3.31106784975e-18
% variation explained	60.161560235	16.2961529597	9.16856645022	4.70949128403	3.98527613801	2.0946473733	1.91757221021	1.6667333495	7.45016177852e-16
