pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.266527194132	0.0839746576379	0.0944881702692	-0.0573399999117	0.0103391210153	0.000939466966812	0.0355722156616	0.00838492415464	1.99942820995e-09
PC.635	-0.127833328684	-0.048641232548	-0.0962152601109	-0.0638371139945	0.0649543790435	-0.0251755122898	-0.028550859423	0.00550417741812	1.99942820995e-09
PC.356	0.208662892304	0.0205087902849	-0.00403194062202	-0.0282809149629	0.0271605053893	0.0186832343213	0.0210005766336	-0.0530281315929	1.99942820995e-09
PC.481	0.172355285586	0.0382309912853	-0.0232198350465	0.0430062941272	-0.00534019842917	-0.0637614544899	0.0417735406249	0.014895378575	1.99942820995e-09
PC.354	0.242618332637	0.0455348255839	0.0108107080121	0.00327653795878	0.0394012111067	0.0498251271232	-0.00994552239209	0.0387004352284	1.99942820995e-09
PC.593	-0.0483499368331	-0.151908898947	0.0924976284965	0.0674491619694	0.0381047189956	-0.0122880791137	-0.0268664171018	-0.00826855499808	1.99942820995e-09
PC.355	0.0744993307757	0.0969719871163	0.0291258887112	-0.0262482941923	-0.0795187657597	-0.0195662715778	-0.0572842982859	-0.00537230028133	1.99942820995e-09
PC.607	-0.016605055456	-0.182449565429	-0.0328519087829	-0.02579453821	-0.0818712066021	0.0232215173857	0.0244556310593	0.00833555223812	1.99942820995e-09
PC.634	-0.238820326197	0.0977784450161	-0.0706034509265	0.087768867216	-0.0132297647593	0.0281219716742	-0.000154866776641	-0.009151480742	1.99942820995e-09


eigvals	0.28468705031	0.0887017002435	0.0343259031556	0.0236302345519	0.021297759853	0.00939573866575	0.00896689750403	0.00488264329507	-3.59794185005e-17
% variation explained	59.8222887809	18.6391995054	7.21302247155	4.96550409929	4.47537300669	1.97435953325	1.88424563524	1.02600696763	7.56048145276e-15
