pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.292298504535	0.108830078126	-0.0833727145085	0.149222811805	-0.0724492825995	-0.134315471143	0.242864014635	-0.0252271964475	-4.52604268989e-09
PC.635	-0.230252775609	-0.0437812221332	-0.145013392792	-0.0250662614342	-0.0920717851808	0.247925301471	-0.0382215902931	0.201456807144	-4.52604268989e-09
PC.356	0.267168318747	-0.132727390772	-0.330428319892	0.142181183939	0.172694568205	0.00160387154374	-0.0347231733652	-0.0611386510394	-4.52604268989e-09
PC.481	0.0103490856856	0.157392429431	0.131643655274	-0.172973123786	0.304123484946	0.0285527043729	0.0954623392554	0.0675811047695	-4.52604268989e-09
PC.354	0.281117489571	0.0943557907139	0.0236722369402	-0.131135134417	-0.173289526188	0.16558034561	0.0879284209329	-0.184067737915	-4.52604268989e-09
PC.593	0.155179520771	-0.0385748276302	0.32866919496	0.283063396626	-0.00729780092086	0.0559170998197	-0.0419046338207	0.0470867996178	-4.52604268989e-09
PC.355	0.249567268096	0.16538629813	-0.047925536365	-0.0879124649722	-0.134536822672	-0.22979140965	-0.102083348346	0.149805161992	-4.52604268989e-09
PC.607	-0.093461811628	-0.449939101378	0.102803702099	-0.150214047287	-0.028582447796	-0.109622505797	0.0197963719868	-0.0244615627577	-4.52604268989e-09
PC.634	-0.347368591098	0.139057945513	0.0199511742839	-0.00716636047508	0.0314096122065	-0.0258499362259	-0.229118400985	-0.171034725363	-4.52604268989e-09


eigvals	0.504732366774	0.315675685756	0.276340142248	0.200696483854	0.186026814659	0.176358408062	0.143558130121	0.13791732769	1.84365561876e-16
% variation explained	25.9996380472	16.2610010973	14.2347591503	10.3382233458	9.5825632882	9.08452692565	7.39492782231	7.10436032325	9.49698928126e-15
