pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.209655429271	-0.245187666061	0.0808606419081	0.171980505084	0.0829587864107	-0.0159979034371	0.243991968172	-0.0348580126233	-1.74310105748e-09
PC.635	-0.242252311219	-0.0458754709524	-0.183010649145	-0.238231723345	0.143496035137	0.10320922643	-0.0653152340477	-0.1618837382	-1.74310105748e-09
PC.356	0.246046907165	-0.0116381262809	-0.275816866192	0.193226355313	-0.207363359378	0.0662789373526	-0.00880392722288	-0.107824052131	-1.74310105748e-09
PC.481	0.00849107015801	0.0581930006347	0.139286591547	-0.264000751639	-0.276255090119	-0.089637585635	0.112719622217	-0.0105303949588	-1.74310105748e-09
PC.354	0.306754239587	-0.0472903580219	-0.0522298348443	-0.110516685909	0.116174645119	0.183746392152	0.0661720021166	0.210341147611	-1.74310105748e-09
PC.593	0.144571835849	0.210054413384	0.334763236164	0.0951686379172	0.0780920270191	0.125896746632	-0.0677027675038	-0.124873208003	-1.74310105748e-09
PC.355	0.2443494433	-0.197619888517	0.0260904823821	-0.0161061354709	0.115118129714	-0.293145655106	-0.12701687872	-0.00929901737526	-1.74310105748e-09
PC.607	-0.170918988728	0.407355585512	-0.142841565369	0.0784807058977	0.0854442752292	-0.147887903799	0.0423997453917	0.0902310741816	-1.74310105748e-09
PC.634	-0.32738676684	-0.127991489698	0.072897963549	0.0899990921521	-0.137665449132	0.0675377454091	-0.196444530404	0.1486962015	-1.74310105748e-09


eigvals	0.474353985588	0.333476671094	0.276699958464	0.229153942284	0.205889306668	0.185315153323	0.142065260705	0.129333736442	-2.73456116692e-17
% variation explained	24.0022700179	16.8738902749	14.0009936013	11.5951693576	10.4179808383	9.37693048572	7.18848971697	6.5442757072	1.38368554925e-15
