pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.226157543207	-0.230299202045	0.0230712487127	-0.177209036237	0.144063372934	-0.141496198885	-0.167190020543	0.0967742530151	-4.83900232305e-09
PC.635	-0.249270537955	0.0125887992599	0.0745099717709	0.195318905798	0.0907088928921	-0.135783710391	0.06834544453	-0.22094266768	-4.83900232305e-09
PC.356	0.248480831122	0.0400152046368	0.404352731432	-0.0911130866673	0.0967279976909	0.0854476837261	0.0962749371655	0.0175796082023	-4.83900232305e-09
PC.481	0.0345004606661	-0.0223552266005	-0.149671377008	-0.178272546226	-0.147479410072	-0.144278361687	0.261763814936	0.0218666971418	-4.83900232305e-09
PC.354	0.30683293794	-0.0180703213526	-0.0592194947826	0.285452340663	0.000727537053317	-0.122470246564	-0.0334734385509	0.163033400586	-4.83900232305e-09
PC.593	0.148387420267	0.146326272293	-0.297511289438	-0.0657348007369	0.238206990546	0.145153351704	-0.00167712689825	-0.0521429092143	-4.83900232305e-09
PC.355	0.245585259199	-0.211634681905	-0.0269219924285	-0.0359532770641	-0.200621114167	0.0764492596083	-0.160936657405	-0.162989484741	-4.83900232305e-09
PC.607	-0.165833361256	0.423165612943	0.0461917561744	-0.0479791148522	-0.148340447615	-0.0207508624465	-0.143190760914	0.0356268566605	-4.83900232305e-09
PC.634	-0.342525466775	-0.139736457229	-0.0148015544334	0.115490615323	-0.0739938192633	0.257729084935	0.0800838076799	0.10119424603	-4.83900232305e-09


eigvals	0.497517837592	0.320419739606	0.287084144856	0.212372031425	0.184560745395	0.175343768225	0.164353662896	0.126342006686	-2.10743491343e-16
% variation explained	25.2804558144	16.2815409963	14.5876539305	10.7912950069	9.37811554982	8.90977177095	8.35132973903	6.41983719214	1.07085437315e-14
