pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.287877198379	0.0769001589409	-0.108015974919	-0.0919712334117	-0.0352600133175	0.298889138521	-0.0634644922672	0.0687734998046	-4.8778138943e-09
PC.635	-0.249828159588	0.067900193275	0.155394563348	0.151446918301	-0.182999521437	-0.0883399855569	-0.144009381684	-0.135041670447	-4.8778138943e-09
PC.356	0.237276759957	0.128451817753	0.314526629326	-0.073952252459	-0.0765857895069	0.0909022138398	0.183739464251	-0.0206376167514	-4.8778138943e-09
PC.481	0.0809608256357	-0.0145362120594	-0.108159224888	0.294733914472	0.208128911085	0.0891053537118	0.0747596885136	-0.0987578319796	-4.8778138943e-09
PC.354	0.276854817248	0.0112612374737	-0.0633093290709	0.162670636195	-0.116087045455	-0.0593426115063	-0.0626236074664	0.228418792062	-4.8778138943e-09
PC.593	0.187437783815	-0.182146394402	-0.286753074722	-0.137175186209	-0.167861881513	-0.0334503838022	0.0565624781113	-0.124337556006	-4.8778138943e-09
PC.355	0.210517199972	0.236281966777	-0.0174742529137	-0.18233863297	0.190496659377	-0.0853050091644	-0.163719654537	-0.039413098133	-4.8778138943e-09
PC.607	-0.0722916590015	-0.428210457495	0.194348348997	-0.0745537439471	0.122173647789	-0.0178097609095	-0.0553691467402	0.0439719447969	-4.8778138943e-09
PC.634	-0.383050369658	0.104097689737	-0.0805576851562	-0.0488604199708	0.057995032979	-0.194648955133	0.174124651818	0.077023536654	-4.8778138943e-09


eigvals	0.516194980548	0.310569058841	0.277241907559	0.210203638863	0.180147734855	0.163464468339	0.131425937747	0.110199589468	-2.14137615487e-16
% variation explained	27.1760620124	16.3504960726	14.5959250984	11.0665685259	9.4842185575	8.60589640696	6.91916730855	5.80166601765	1.12736801731e-14
