pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.266365721635	-0.135398400236	0.0252208472108	0.275754516398	-0.190632885407	-0.098634314305	-0.108608045603	-0.0352149900047	-3.56430034533e-09
PC.635	-0.296814178432	-0.093812869551	-0.115013467435	-0.140966373349	0.0709137377732	-0.0111348989565	-0.0619105524135	0.261116784435	-3.56430034533e-09
PC.356	0.280038524582	-0.0765079685955	-0.189974069546	0.0329725347866	0.0810062762179	-0.272719939093	0.153809704709	-0.0159306282019	-3.56430034533e-09
PC.481	0.0618303230978	0.0818119038175	0.214482754534	-0.273997310937	-0.212210891983	-0.115584981847	-0.0140914263982	-0.0430872050673	-3.56430034533e-09
PC.354	0.348185376459	-0.073191955573	-0.112640126298	-0.0407210502	0.0760265575338	0.0959756419505	-0.269487223708	-0.0819281549135	-3.56430034533e-09
PC.593	0.0835270714018	0.304691640622	0.261531322599	0.151934753207	0.170852946548	-0.026326545163	-0.0238999097018	0.0828391448945	-3.56430034533e-09
PC.355	0.264041820786	-0.19584066711	0.0979441637558	0.063183178429	-0.0973328133119	0.233802860428	0.167678833102	0.0866956451201	-3.56430034533e-09
PC.607	-0.134920647369	0.332916161603	-0.281564318987	0.00479643520683	-0.0973408149243	0.132293491972	0.0742174295845	-0.0608074428645	-3.56430034533e-09
PC.634	-0.339522568892	-0.144667844977	0.100012894165	-0.0729566835425	0.198717887553	0.0623286850139	0.0822911904285	-0.193683153397	-3.56430034533e-09


eigvals	0.572700985319	0.307989819291	0.27591772261	0.206153956842	0.186373611092	0.183543388507	0.153075445003	0.133833753185	-1.14338132566e-16
% variation explained	28.3573081225	15.2501260311	13.6620751091	10.2077199528	9.2282954825	9.08815691811	7.5795356935	6.62678269033	5.66145639422e-15
