pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.263042109859	0.155182339749	0.0952967340797	-0.115157422013	0.180166231876	0.0198540195198	-0.250904843212	0.020015278562	4.7826007748e-09
PC.635	-0.287420829023	0.0326490197595	-0.146666831823	0.199803075557	-0.129416081277	0.0661832058652	-0.019150780216	-0.208852385269	4.7826007748e-09
PC.356	0.253246376164	0.0923379154273	-0.357613113346	-0.0461861615006	0.183204729065	-0.111634124494	0.0463556112125	-0.0165992881311	4.7826007748e-09
PC.481	0.0734024961934	0.0453959061877	0.208454229971	-0.171611437365	-0.123316707291	-0.245698578894	0.0566340055711	-0.121378843946	4.7826007748e-09
PC.354	0.288839090855	-0.00333668455416	-0.0299739648432	0.142626359368	-0.223473282114	-0.0387344251144	-0.174092051393	0.145044134648	4.7826007748e-09
PC.593	0.188109730414	-0.27090910425	0.20832155964	0.211595819173	0.20963757735	0.0167342097863	0.0262664637643	-0.0433789387109	4.7826007748e-09
PC.355	0.244019046307	0.231208839013	0.0970465585656	-0.100980583468	-0.0362099746005	0.275001492102	0.108457357327	-0.0109148245221	4.7826007748e-09
PC.607	-0.147713815838	-0.395261234713	-0.110033503756	-0.232457395615	-0.0712565760142	0.088624959453	0.0179202721085	0.0484273727427	4.7826007748e-09
PC.634	-0.349439985214	0.112733003381	0.0351683315118	0.112367745865	0.0106640830062	-0.070330758224	0.188513964838	0.187637494627	4.7826007748e-09


eigvals	0.543609798701	0.331535173171	0.268991460712	0.226741246198	0.198369982459	0.167811377367	0.147295864935	0.119619996867	-2.0585943154e-16
% variation explained	27.1265772136	16.5438785238	13.4228956988	11.3145751552	9.89882569976	8.37392610719	7.35018511981	5.96913648182	1.02725553847e-14
