pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.297902864304	-0.15787712954	0.079957677183	-0.16086010466	-0.143764525851	-0.0250398636171	-0.232596872071	-0.0565579212289	-5.4629613866e-09
PC.635	-0.202045618417	-0.0276520667103	-0.154524388492	0.244241512351	-0.00292079723135	-0.185050378596	0.0813260181266	-0.164164862721	-5.4629613866e-09
PC.356	0.268283380249	-0.104595282073	-0.360723122342	0.0104785682307	-0.0782798331635	0.184166865105	-0.0504395400479	-0.00366676522122	-5.4629613866e-09
PC.481	0.0467151892777	0.0225079026904	0.196362124099	0.0853556261583	0.269816875708	0.185361067231	-0.0609291378812	-0.128242908801	-5.4629613866e-09
PC.354	0.275774743799	0.0776308621022	0.0817118855924	0.165540291981	0.0186032302587	-0.167373660381	-0.160414482052	0.173224369607	-5.4629613866e-09
PC.593	0.152858930892	0.219810561007	0.205179776561	0.00115418071107	-0.279730053661	0.0665677802081	0.120006106891	-0.0658260663516	-5.4629613866e-09
PC.355	0.246499268391	-0.263906983516	0.0638985052471	-0.22770015689	0.0926622239247	-0.139414134611	0.148834011924	-0.014576040351	-5.4629613866e-09
PC.607	-0.165242742223	0.378826382296	-0.161527964198	-0.209664396804	0.124818473081	-0.0395703584771	0.0177572397174	0.0454862643493	-5.4629613866e-09
PC.634	-0.324940287666	-0.144744246257	0.0496655063499	0.0914544789213	-0.00120559306616	0.120352683138	0.136456655393	0.214323930719	-5.4629613866e-09


eigvals	0.496797635303	0.325587057718	0.280366809221	0.224500635787	0.202368024164	0.171078890925	0.148193306377	0.129164551144	-2.68595524003e-16
% variation explained	25.1154369033	16.4599438958	14.1738494839	11.3495539274	10.2306472112	8.64883563285	7.49186262436	6.52987032117	1.35787561297e-14
