pc vector number	1	2	3	4	5	6	7	8	9
PC.636	-0.211748961504	-0.251195171638	0.133313061763	-0.162864718647	0.00469542659762	-0.247507029263	-0.103645513639	0.00775717462256	-2.6993072746e-09
PC.635	-0.286793417868	-0.0283719401054	-0.111930562599	-0.0222240676578	-0.108219349212	0.194785019976	-0.0964564481055	0.206670048013	-2.6993072746e-09
PC.356	0.263181769709	-0.134221675907	-0.281619766195	-0.148162884555	-0.173305870661	-0.0303398772963	0.134309629032	-0.0545817846714	-2.6993072746e-09
PC.481	0.0430099667175	0.192465432211	-0.135040484285	0.309410903944	0.00954404453897	-0.21113845982	-0.0155923964787	0.0864151805813	-2.6993072746e-09
PC.354	0.287791527069	0.0201311432684	0.0535187768443	0.0562335679579	-0.0399899692275	0.0968062814155	-0.27232433425	-0.140806501745	-2.6993072746e-09
PC.593	0.145970311619	0.154721770369	0.34613152474	-0.0233781072529	-0.167320905235	0.0207660495062	0.13876782489	0.0650973103169	-2.6993072746e-09
PC.355	0.238054246624	-0.222442576284	0.0430262408346	0.0537565633075	0.29573661588	0.0878939995783	0.0812195095869	0.0910047268369	-2.6993072746e-09
PC.607	-0.114943192352	0.353873380307	-0.0696951161465	-0.254923899957	0.183861041071	0.00420866621436	0.0129795666465	-0.0577935357484	-2.6993072746e-09
PC.634	-0.364522250014	-0.0849603622211	0.0222963250439	0.19215264286	-0.00500103375252	0.0845253496893	0.120742162318	-0.203762618206	-2.6993072746e-09


eigvals	0.505092115861	0.325231803457	0.257723533007	0.253213524692	0.192745009869	0.169391178618	0.153089238056	0.13042472556	6.55763378644e-17
% variation explained	25.4209717012	16.368714166	12.9710649475	12.7440790371	9.7007363361	8.52535255027	7.70488603201	6.56419522989	3.30041625432e-15
